Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id,X,Y
ARTERIS MAS JULIIAN ex SUD CEREALES sali,DREAL PACA,UD 84,UnitA(c) risques accidentels,"13104",Mas Jullian  -  SALIERS,ARLES,ARLES,"13004","6400906",43.661023000000000,4.487535000000001,Chemin de Saliers 13123 Arles,"0.22304528925619832","0.20480498023715413",street,13004_0101,,Chemin de Saliers,Chemin de Saliers,"13123",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,649.675649052310405,Non,Non Seveso,"1","2",820012.036325966473669,6285795.236970336176455
COMMUNE D'ARLES,DREAL PACA,UD 84,UnitA(c) dA(c)chets,"13200",29 Avenue de Camargue,ARLES,ARLES,"13004","6413607",43.676276000000001,4.613323000000000,Avenue de la Camargue 13200 Arles,"0.5260408452950558","0.4314503751803751",street,13004_0670,,Avenue de la Camargue,Avenue de la Camargue,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,638.089253805898011,Non,Non Seveso,"2","4",830124.429673225968145,6287689.289398338645697
IMERYS PCC France  (ex Solvay SF ex-CCP),DREAL PACA,UD 84,UnitA(c) risques chroniques,"13129",Route d'Arles salin de giraud,ARLES,ARLES,"13004","6400913",43.630096999999999,4.618000000000000,Route de Salin de Giraud 13129 Arles,"0.4225418181818182",,street,13004_4354,,Route de Salin de Giraud,Route de Salin de Giraud,"13129",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,25242.355544754627772,Oui,Non Seveso,"2","6",830606.760247740545310,6282565.924218201078475
ISLE SAINT-PIERRE,DREAL PACA,UD 84,UnitA(c) risques chroniques,"13104",Domaine Isle Saint Pierre Mas Thibert,ARLES,ARLES,"13004","6412828",43.570618000000003,4.745996000000000,Route de Mas-Thibert au Pont de Bompas 13200 Arles,"0.3417349011857707",,street,13004_1rukd3,,Route de Mas-Thibert au Pont de Bompas,Route de Mas-Thibert au Pont de Bompas,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,6841.584295602220664,Non,Non Seveso,"1","42",841083.275460547534749,6276177.111646424047649
M2I,DREAL PACA,UD 84,UnitA(c) risques accidentels,"13129",Route d'Arles SALIN DE GIRAUD,ARLES,ARLES,"13004","6401200",43.630096999999999,4.618000000000000,Route de Salin de Giraud 13129 Arles,"0.6358285314685314",,street,13004_4354,,Route de Salin de Giraud,Route de Salin de Giraud,"13129",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,25164.288724873113097,Oui,Seveso seuil bas,"2","6",830606.760247740545310,6282565.924218201078475
PERRENOT DISTRIBIKE (exMDM),DREAL PACA,UD 84,UnitA(c) risques accidentels,"13104",32 rue GalilA(c)e,ARLES,ARLES,"13004","6408703",43.703046999999998,4.629806000000000,32 Rue GalilA(c)e 13200 Arles,"0.39021060606060604","0.31357363636363633",housenumber,13004_1751_00032,"32",32 Rue GalilA(c)e,Rue GalilA(c)e,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,21.110412664288081,Non,Non Seveso,"1","9",831392.293589850654826,6290691.113335108384490
PURFER (ex-GDE),DREAL PACA,UD 84,UnitA(c) dA(c)chets,"13200",60  chemin dit Draille du Mas Molin,ARLES,ARLES,"13004","6407671",43.709515000000003,4.633853000000000,60 Chemin dit Draille du Mas Molin 13200 Arles,"0.6841115384615384",,housenumber,13004_bd0tun_00060,"60",60 Chemin dit Draille du Mas Molin,Chemin dit Draille du Mas Molin,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,24.636822240365650,Non,Non Seveso,"1","14",831703.637524893274531,6291416.505842668004334
Rizerie SOUFFLET ALIMENTAIRE CAMARGUE,DREAL PACA,UD 84,UnitA(c) risques chroniques,"13104",Clos de Jourdan Route de  Gimeaux,ARLES,ARLES,"13004","6400879",43.668452000000002,4.589330000000000,Route de Gimeaux 13200 Arles,"0.3034660606060606","0.2972861206120612",street,13004_4164,,Route de Gimeaux,Route de Gimeaux,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,42.890518369916201,Non,Non Seveso,"1","3",828207.010060948086902,6286780.701910242438316
SACHA (ex VNF) - SLIPWAY,DREAL PACA,UD 84,UnitA(c) risques accidentels,"13200",45 Chemin de Barriol,ARLES,ARLES,"13004","6411907",43.669786000000002,4.613449000000000,45 Chemin de Barriol 13200 Arles,"0.5427706896551723",,housenumber,13004_1272_00045,"45",45 Chemin de Barriol,Chemin de Barriol,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,5.566133689025868,Non,Non Seveso,"1","5",830149.327591366250999,6286968.382931435480714
SARL FULVIO MOTO,DREAL PACA,UD 84,UnitA(c) risques accidentels,"13200",Mas Mollin,ARLES,ARLES,"13004","6412845",43.709547999999998,4.633373000000000,Chemin dit Draille du Mas Molin 13200 Arles,"0.36724090909090906",,street,13004_bd0tun,,Chemin dit Draille du Mas Molin,Chemin dit Draille du Mas Molin,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,457.793049135921081,Non,Non Seveso,"1","13",831664.874757077777758,6291419.371929532848299
SETHELEC SNC,DREAL PACA,UD 84,UnitA(c) risques chroniques,"13104",29 bis  Avenue de Camargue BP 50230,ARLES,ARLES,"13004","6401555",43.676276000000001,4.613323000000000,Avenue de la Camargue 13200 Arles,"0.41925213438735176","0.3160102597402597",street,13004_0670,,Avenue de la Camargue,Avenue de la Camargue,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,478.855328442007817,Oui,Non Seveso,"2","4",830124.429673225968145,6287689.289398338645697
SILOS DE TOURTOULEN SA,DREAL PACA,UD 84,UnitA(c) risques accidentels,"13104",Le Sambuc,ARLES,ARLES,"13004","6402754",43.555169999999997,4.732225000000000,Rue Jean de la Tour 13104 Arles,"0.40746082934609246","0.36526484848484847",street,13004_2351,,Rue Jean de la Tour,Rue Jean de la Tour,"13104",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,4035.188669944174762,Non,Non Seveso,"1","35",840008.366281888680533,6274436.077734632417560
SME SociA(c)tA(c) MA(c)diterranA(c)enne d'Emballage,DREAL PACA,UD 84,UnitA(c) risques chroniques,"13104",ZI Sud 15 rue Gaspard Monge,ARLES,ARLES,"13004","6400910",43.662922000000002,4.623127000000000,15 Rue Gaspard Monge 13200 Arles,"0.35415825496342734","0.30377909090909094",housenumber,13004_1785_00015,"15",15 Rue Gaspard Monge,Rue Gaspard Monge,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,103.875498542222431,Non,Non Seveso,"1","7",830945.576048707240261,6286221.711130634881556
SUD ENGRAIS DISTRIBUTION,DREAL PACA,UD 84,UnitA(c) risques accidentels,"13104",Zone portuaire des SA(c)gonnaux,ARLES,ARLES,"13004","6401883",43.694701999999999,4.629167000000000,Chemin des SA(c)gonnaux 13200 Arles,"0.3299361771561771","0.27282914198161384",street,13004_zvtwsu,,Chemin des SA(c)gonnaux,Chemin des SA(c)gonnaux,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,466.067303098101206,Non,Seveso seuil bas,"2","8",831359.918760728091002,6289762.843870612792671
TRANSFO SERVICES,DREAL PACA,UD 84,UnitA(c) dA(c)chets,"13646",Parc d'activitA(c)s du Grand RhA'ne Rue Jacques LIEUTAUD  CS 42018,ARLES,ARLES,"13004","6400920",43.706246999999998,4.632722000000000,Rue Jacques Lieutaud 13200 Arles,"0.3305100656044986",,street,13004_2762,,Rue Jacques Lieutaud,Rue Jacques Lieutaud,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,132.374382551436042,Non,Non Seveso,"1","12",831619.990488111041486,6291051.517652367241681
VICAT,DREAL PACA,UD 84,UnitA(c) dA(c)chets,"13200",13 chemin des SA(c)gonnaux Port fluvial d'Arles,ARLES,ARLES,"13004","6413520",43.690429999999999,4.630249000000000,13 Chemin des SA(c)gonnaux 13200 Arles,"0.5232006241519673","0.29535933884297516",housenumber,13004_zvtwsu_00013,"13",13 Chemin des SA(c)gonnaux,Chemin des SA(c)gonnaux,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,1191.191264415219166,Non,Non Seveso,"1","10",831456.949321352760307,6289289.984050554223359
VIERI SERGE SAS,DREAL PACA,UD 84,UnitA(c) risques accidentels,"13200",10 rue galilA(c)e ZI Nord,ARLES,ARLES,"13004","6400925",43.699002000000000,4.631188000000000,10 Rue GalilA(c)e 13200 Arles,"0.4701004132231405",,housenumber,13004_1751_00010,"10",10 Rue GalilA(c)e,Rue GalilA(c)e,"13200",Arles,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13004",,,,ok,4.095480316981845,Non,Non Seveso,"1","11",831512.977988314582035,6290243.978042555972934
PROVENCIALIS,DREAL PACA,UD 83,PA'le Risques accidentels et chroniques,"83560","Artigues-OlliA""res",ARTIGUES,ARTIGUES,"83006","6413165",43.599176999999997,5.806616000000000,Chemin Departemental daEUR(tm)Artigues 83560 Artigues,"0.3527062337662337","0.34628390461997016",street,83006_c0l1wl,,Chemin Departemental daEUR(tm)Artigues,Chemin Departemental daEUR(tm)Artigues,"83560",Artigues,"83, Var, Provence-Alpes-CA'te d'Azur","83006",,,,ok,2885.458932828161323,Non,Non Seveso,"1","777",926643.435173587407917,6281819.633445121347904
Chagnard,DREAL PACA,UD 04-05,PA'le Risque,"05140",plateau du pla,ASPREMONT,ASPREMONT,"05008","6413984",44.492803000000002,5.725101000000000,Le Chateau 05140 Aspremont,"0.4505928239845261","0.3943918181818182",locality,05008_funwnt,,Le Chateau,,"05140",Aspremont,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05008",,,,ok,1199.956364523079401,Non,Non Seveso,"1","742",916637.492976322653703,6380821.103899310342968
Carriere SAB Aspremont,DREAL PACA,UD 04-05,PA'le Territorial 05,"05140",Lieu dit La Condamine,ASPREMONT,ASPREMONT,"05008","6413515",44.488374000000000,5.727769000000000,"Devant ViA""re et Pre la Cour 05140 Aspremont","0.37925217237308145","0.37925217237308145",locality,05008_5nwynp,,"Devant ViA""re et Pre la Cour",,"05140",Aspremont,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05008",,,,ok,1436.238142547907728,Non,Non Seveso,"1","744",916866.499431491247378,6380336.725632419809699
"SAS SabliA""res du BuA<<ch ISDI d'Aspremont",DREAL PACA,UD 04-05,PA'le Territorial 05,"05140",Lieu dit La Condamine,ASPREMONT,ASPREMONT,"05008","100000283",44.489868999999999,5.730516000000000,Chemin Pre la Cour 05140 Aspremont,"0.315088347107438","0.3025728708133971",street,05008_1220,,Chemin Pre la Cour,Chemin Pre la Cour,"05140",Aspremont,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05008",,,,ok,866.498611664545933,Non,Non Seveso,"1","746",917079.066229191957973,6380510.246729027479887
AUBAGNE ENROBES,DREAL PACA,UD 13,PA'le Chronique Risque,"13400",ZI les Paluds - 251  rue du dirigeable QUARTIER DES PALUDS,AUBAGNE,AUBAGNE,"13005","6400712",43.282800000000002,5.607666000000000,251 Rue du Dirigeable 13400 Aubagne,"0.39996161616161613",,housenumber,13005_0517_00251,"251",251 Rue du Dirigeable,Rue du Dirigeable,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,12.484766783294383,Non,Non Seveso,"1","714",911744.758156307390891,6246121.750184581615031
Aubagne Thermolaquage (ex BUGE),DREAL PACA,UD 13,PA'le Chronique Risque,"13400",112 CHEMIN DE CASSIS,AUBAGNE,AUBAGNE,"13005","6401637",43.273558000000001,5.532985000000000,112 Chemin de Cassis 13400 Aubagne,"0.4965789723320158","0.4465113947696139",housenumber,13005_0325_00112,"112",112 Chemin de Cassis,Chemin de Cassis,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,64.057478200001697,Non,Non Seveso,"1","677",905715.658244805992581,6244897.480289512313902
STATION AUCHAN Aubagne CCial,DREAL PACA,UD 13,PA'le Chronique Risque,"13400",Route de GA(c)mA(c)nos BP 1158,AUBAGNE,AUBAGNE,"13005","6400713",43.298507999999998,5.595122000000000,Route de Gemenos 13400 Aubagne,"0.4271825252525252",,street,13005_0855,,Route de Gemenos,Route de Gemenos,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,681.825740089706414,Non,Non Seveso,"2","697",910669.163461538963020,6247833.437851522117853
AUCHAN AUBAGNE,DDPP 13,SPAE 13,SPAE,"13400",- ROUTE DE GEMENOS,AUBAGNE,AUBAGNE,"13005","6412468",43.298507999999998,5.595122000000000,Route de Gemenos 13400 Aubagne,"0.5882936363636363",,street,13005_0855,,Route de Gemenos,Route de Gemenos,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,617.369333090537907,Non,Non Seveso,"2","697",910669.163461538963020,6247833.437851522117853
BLOSSIN JEAN-LOUIS,DDPP 13,SPAE 13,SPAE,"13400",- Quartier Fenestrelle,AUBAGNE,AUBAGNE,"13005","6411449",43.280887000000000,5.565352000000000,Chemin de Fenestrelle 13400 Aubagne,"0.46121545454545454","0.453960909090909",street,13005_0632,,Chemin de Fenestrelle,Chemin de Fenestrelle,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,933.622419006539417,Non,Non Seveso,"1","683",908316.951065798755735,6245796.652951044961810
CARRIERE BRONZO,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13400",Vallon de l'Escargot Route de la BA(c)doule,AUBAGNE,AUBAGNE,"13005","6401297",43.303499000000002,5.529066000000000,Chemin du Vallon de Ruissatel 13400 Aubagne,"0.32755090909090906","0.31385252525252527",street,13005_1975,,Chemin du Vallon de Ruissatel,Chemin du Vallon de Ruissatel,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,6211.655659939140605,Non,Non Seveso,"1","676",905290.900192395085469,6248213.982819517143071
BRONZO Centre tri transfert Aubagne,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13400",ZAC de Saint Mitre - Lot 21 Avenue de la Roche Collet Fourcade,AUBAGNE,AUBAGNE,"13005","6406561",43.284607999999999,5.536134000000000,Avenue de la Roche-fourcade 13400 Aubagne,"0.3765437154150197",,street,13005_1767,,Avenue de la Roche-fourcade,Avenue de la Roche-fourcade,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,323.396685768217765,Non,Non Seveso,"1","678",905931.868582271039486,6246133.445525435730815
ELYDAN (ex POLYPIPE) Aubagne,DREAL PACA,UD 13,PA'le Chronique Risque,"13400",219-359 Avenue du Douard ZI les Paluds BP 1037,AUBAGNE,AUBAGNE,"13005","6401439",43.286304999999999,5.598571000000000,Avenue du Douard 13400 Aubagne,"0.3430885375494071","0.32101849129593807",street,13005_0532,,Avenue du Douard,Avenue du Douard,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,137.162531577990023,Non,Non Seveso,"2","701",910993.683077039313503,6246486.829603650607169
LPC AUTO (ex SEDCA),DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13400",ZI St Mitre 1555 chemin VallA(c)e,AUBAGNE,AUBAGNE,"13005","6400759",43.284771999999997,5.525961000000000,1555 Chemin de la VallA(c)e 13400 Aubagne,"0.48414975672215105","0.35028306220095695",housenumber,13005_1970_01555,"1555",1555 Chemin de la VallA(c)e,Chemin de la VallA(c)e,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,17.812451166406653,Non,Non Seveso,"1","675",905105.529104183544405,6246125.189721639268100
MANON ex SIBELL,DREAL PACA,UD 13,PA'le Chronique Risque,"13400",ZI des Paluds 70  avenue du Marin Blanc,AUBAGNE,AUBAGNE,"13005","6409666",43.285003000000003,5.596056000000000,70 Avenue du Marin Blanc 13400 Aubagne,"0.5146839227895392",,housenumber,13005_1283_00070,"70",70 Avenue du Marin Blanc,Avenue du Marin Blanc,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,,,,"1","698",910794.306353793363087,6246335.452764212153852
MOTA SAS,DREAL PACA,UD 13,PA'le DA(c)chet MatA(c)riau,"13400",Avenue du Douard - ZI des Paluds,AUBAGNE,AUBAGNE,"13005","6412682",43.286304999999999,5.598571000000000,Avenue du Douard 13400 Aubagne,"0.5110727272727272","0.4602926018808777",street,13005_0532,,Avenue du Douard,Avenue du Douard,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,3053.985481864301619,Non,Non Seveso,"2","701",910993.683077039313503,6246486.829603650607169
PROFROID,DREAL PACA,UD 13,Equipe Marseille,"13400",178  RUE DU FAUGE Z.I. LES PALUDS BPNAdeg 1152,AUBAGNE,AUBAGNE,"13005","6400775",43.289569000000000,5.601631000000000,178 Rue du Fauge 13400 Aubagne,"0.424695185659411","0.2772250517836594",housenumber,13005_0624_00178,"178",178 Rue du Fauge,Rue du Fauge,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,118.996611091383940,Non,Non Seveso,"1","707",911230.100370009778999,6246857.658982619643211
SAP (TRANSIT TRI VAL),DREAL PACA,SPR,UnitA(c) ICPE,"13400",CHEMIN DE L'AUMONE VIEILLE BP 33,AUBAGNE,AUBAGNE,"13005","6400782",43.285041000000000,5.522709000000000,Chemin de l'Aumone-vieille 13400 Aubagne,"0.5566679769526248","0.4868556459330143",street,13005_0122,,Chemin de l'Aumone-vieille,Chemin de l'Aumone-vieille,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,224.666961022046166,Non,Non Seveso,"1","673",904840.604627290973440,6246146.636457851156592
SARTORIUS STEDIM (ex LOGIBELL),DREAL PACA,UD 13,Equipe Marseille,"13400",ZAC du Parc NAPOLLON,AUBAGNE,AUBAGNE,"13005","6402329",43.315565999999997,5.587452000000000,Route de Napollon 13400 Aubagne,"0.3641015940224159","0.3489267532467532",street,13005_f05ija,,Route de Napollon,Route de Napollon,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,3603.648693130084212,Non,Non Seveso,"1","695",909984.619448387064040,6249708.223741937428713
SPECIES,DREAL PACA,UD 13,Equipe Marseille,"13400",ZI Napollon - BP 1064 route nationale 96,AUBAGNE,AUBAGNE,"13005","6400796",43.318632000000001,5.583909000000000,Route Nationale 96 13400 Aubagne,"0.49885643356643355","0.46751472184531884",street,13005_ckbntc,,Route Nationale 96,Route Nationale 96,"13400",Aubagne,"13, Bouches-du-RhA'ne, Provence-Alpes-CA'te d'Azur","13005",,,,ok,436.587104912908785,Non,Non Seveso,"1","694",909686.039097273256630,6250039.452265569008887
NEUHAUSER,DREAL PACA,UD 84,UnitA(c) risques chroniques,"84810",783 avenue MAJORAL JOUVE,AUBIGNAN,AUBIGNAN,"84004","6405070",44.090946000000002,5.030808000000000,783 Avenue-majoral-jouve 84810 Aubignan,"0.696953367003367",,housenumber,84004_0540_00783,"783",783 Avenue-majoral-jouve,Avenue-majoral-jouve,"84810",Aubignan,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84004",,,,ok,69.559483296529137,Non,Non Seveso,"1","303",862605.565551184583455,6334529.207381585612893
CARRIERE BALLASTIERE DES ALPE Aubignosc,DREAL PACA,UD 04-05,PA'le Territorial 04,"04200",Le Jas,AUBIGNOSC,AUBIGNOSC,"04013","6401560",44.116095000000001,5.950650000000000,"Route des CarriA""res 04200 Aubignosc","0.38106149439601494","0.33945143826322927",street,04013_0105,,"Route des CarriA""res","Route des CarriA""res","04200",Aubignosc,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04013",,,,ok,498.179820495799959,Non,Non Seveso,"1","867",936123.430484767071903,6339644.509365946985781
ELECTRICITE DE FRANCE,DREAL PACA,UD 04-05,PA'le Territorial 05,"04200",Parcelles ZA-24 Zone activite lieu-dit les prA(c)sidentes,AUBIGNOSC,AUBIGNOSC,"04013","6414117",44.120550999999999,5.955571000000000,Impasse de l'Hirondelle partie privA(c)e 04200 Aubignosc,"0.33339467532467526","0.3125804456327985",street,04013_qfa5oe,,Impasse de l'Hirondelle partie privA(c)e,Impasse de l'Hirondelle partie privA(c)e,"04200",Aubignosc,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04013",,,,ok,665.087369300091041,Non,Non Seveso,"1","870",936498.519155033514835,6340153.973868297412992
CARRIERE DEBRESC - Aups,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83630",PILABRE,AUPS,AUPS,"83007","6402008",43.627777000000002,6.225069000000000,Rue des Barrins 83630 Aups,"0.38202183600713013","0.37244033057851234",street,83007_0040,,Rue des Barrins,Rue des Barrins,"83630",Aups,"83, Var, Provence-Alpes-CA'te d'Azur","83007",,,,ok,4516.478286952828967,Non,Non Seveso,"1","985",960287.526691447244957,6286286.130889086052775
ISDI Eau Blanche - AUPS,DREAL PACA,UD 83,"PA'le CarriA""res - dA(c)chets","83630",Lieu-dit Eau Blanche,AUPS,AUPS,"83007","6412187",43.635990000000000,6.218150000000000,Chemin de la Blaquiere 83630 Aups,"0.32457256916996047","0.2874223376623376",street,83007_0057,,Chemin de la Blaquiere,Chemin de la Blaquiere,"83630",Aups,"83, Var, Provence-Alpes-CA'te d'Azur","83007",,,,ok,2126.300146713565482,Non,Non Seveso,"1","983",959692.230207448126748,6287175.365159537643194
DA(c)chetterie du CLAVARY,DREAL PACA,UD 06,PA'le DACEN,"06810","DA(c)chetterie Clavary - Quartier des RoumiguiA""res Route de PA(c)gomas",AURIBEAU-SUR-SIAGNE,AURIBEAU-SUR-SIAGNE,"06007","6412160",43.613155999999996,6.924707000000000,Chemin de Clavary 06810 Auribeau-sur-Siagne,"0.34562735676088613",,street,06007_0485,,Chemin de Clavary,Chemin de Clavary,"06810",Auribeau-sur-Siagne,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06007",,,,ok,919.877625819492891,Non,Non Seveso,"1","1180",1016791.995015228865668,6287219.411399474367499
LES TRUITES DE VALCLUSE (EARL),DDPP 06,SA,SA,"06810",1208 route de Grasse,AURIBEAU-SUR-SIAGNE,AURIBEAU-SUR-SIAGNE,"06007","6411548",43.616774999999997,6.921493000000000,1208 Route de Grasse 06810 Auribeau-sur-Siagne,"0.5600136363636363",,housenumber,06007_0881_01208,"1208",1208 Route de Grasse,Route de Grasse,"06810",Auribeau-sur-Siagne,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06007",,,,ok,21.705689331707742,Non,Non Seveso,"1","1178",1016512.816049418062903,6287608.238953205756843
