Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id
SCC SociÃ©tÃ© des Centres Commerciaux,DREAL PACA,UD 13,Equipe Aix en Provence,"13480",Centre commercial AVANT CAP Plan de Campagne CD6,CABRIES,CABRIES,"13019","6412301",43.419744000000001,5.359873000000000,Centre Com Avant Cap 13480 CabriÃ¨s,0.333998461538462,,street,13019_A025,,Centre Com Avant Cap,Centre Com Avant Cap,"13480",CabriÃ¨s,"13, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur","13019",,,,ok,127.274486122858406,Non,Non Seveso,"1","541"
SPTF,DREAL PACA,UD 84,UnitÃ© risques chroniques,"84860",Z A Les Islons Chemin de la Gandonne aux Islons,CADEROUSSE,CADEROUSSE,"84027","6401154",44.106247000000003,4.759736000000000,Chemin de la Blanquette 84860 Caderousse,0.372286166484118,"0.34079",street,84027_0427,,Chemin de la Blanquette,Chemin de la Blanquette,"84860",Caderousse,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84027",,,,ok,1361.930775070640721,Non,Non Seveso,"1","47"
TRABET Ex SPIEbatignolles malet,DREAL PACA,UD 84,UnitÃ© risques chroniques,"84860",Le Colombier,CADEROUSSE,CADEROUSSE,"84027","6414007",44.102592999999999,4.755547000000000,Rue de L'Escurier 84860 Caderousse,0.333025454545455,"0.32456317559153175",street,84027_0240,,Rue de L'Escurier,Rue de L'Escurier,"84860",Caderousse,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84027",,,,ok,1178.140128382397734,Non,Non Seveso,"1","46"
AUTOCHOC (ex N3),DREAL PACA,UD 06,PÃ´le DACEN,"06800",ZI de la Campanette Les Bernardines,CAGNES-SUR-MER,CAGNES-SUR-MER,"06027","6402287",43.677081999999999,7.164306000000000,Chemin de la Campanette 06800 Cagnes-sur-Mer,0.505602727272727,,street,06027_0445,,Chemin de la Campanette,Chemin de la Campanette,"06800",Cagnes-sur-Mer,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06027",,,,ok,454.564409318557011,Non,Non Seveso,"1","1268"
DÃ©chetterie  Les CAUCOURS,DREAL PACA,UD 06,PÃ´le DACEN,"06800",Les Caucours,CAGNES-SUR-MER,CAGNES-SUR-MER,"06027","6411235",43.677106000000002,7.142595000000000,Chemin des Caucours 06800 Cagnes-sur-Mer,0.517752727272727,,street,06027_0570,,Chemin des Caucours,Chemin des Caucours,"06800",Cagnes-sur-Mer,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06027",,,,ok,443.372593279304169,Non,Non Seveso,"1","1264"
SERAHU (HUILES USEES),DREAL PACA,UD 06,PÃ´le DACEN,"06800",68 CHE DE LA CAMPANETTE,CAGNES-SUR-MER,CAGNES-SUR-MER,"06027","6400363",43.678370999999999,7.164617000000000,68 Chemin de la Campanette 06800 Cagnes-sur-Mer,0.585459514321295,,housenumber,06027_0445_00068,"68",68 Chemin de la Campanette,Chemin de la Campanette,"06800",Cagnes-sur-Mer,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06027",,,,ok,43.762061064039990,Oui,Non Seveso,"1","1269"
STEP CAGNES/MER - SYMISCA,DREAL PACA,UD 06,PÃ´le ERASO,"06800",8 Avenue de la Gare,CAGNES-SUR-MER,CAGNES-SUR-MER,"06027","6413206",43.658006999999998,7.147870000000000,Avenue de la Gare 06800 Cagnes-sur-Mer,0.549818076416337,"0.5447684250960306",street,06027_1370,,Avenue de la Gare,Avenue de la Gare,"06800",Cagnes-sur-Mer,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06027",,,,ok,2.573769043533311,Oui,Non Seveso,"1","1265"
CARRIERE SYLVESTRE CAIRANNE,DREAL PACA,UD 84,UnitÃ© carriÃ¨res,"84290",745 Chemin du Thor,CAIRANNE,CAIRANNE,"84028","6401275",44.223843000000002,4.916574000000000,745 Chemin du Thor 84290 Cairanne,0.479239531680441,,housenumber,84028_0053_00745,"745",745 Chemin du Thor,Chemin du Thor,"84290",Cairanne,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84028",,,,ok,169.379169417172221,Non,Non Seveso,"1","186"
SPSE Cairanne,DREAL PACA,UD 84,UnitÃ© risques accidentels,"84290","-",CAIRANNE,CAIRANNE,"84028","6414073",44.236293000000003,4.939096000000000,Paire de Chave 84290 Cairanne,0.473418980044346,"0.4481306719367588",locality,84028_B057,,Paire de Chave,,"84290",Cairanne,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84028",,,,ok,942.580648959939026,Non,Seveso seuil bas,"1","208"
CENTRALE COLAS - Callas,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83830",Le Petit Clos Pouiri,CALLAS,CALLAS,"83028","6401397",43.539982000000002,6.557031000000000,Petit Clos Pouiri 83830 Callas,0.472017575757576,"0.368287972027972",locality,83028_B102,,Petit Clos Pouiri,,"83830",Callas,"83, Var, Provence-Alpes-CÃ´te d'Azur","83028",,,,ok,177.166553090836686,Non,Non Seveso,"1","1079"
CARRIERE SOMECA- La Catalane,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83830",lieux dits L'Ã©ouviere  clos pouiri et demi semences,CALLAS,CALLAS,"83028","6400245",43.538989000000001,6.560902000000000,Carriere de Catalane 83830 Callas,0.335653939393939,"0.2830874582560296",locality,83028_B149,,Carriere de Catalane,,"83830",Callas,"83, Var, Provence-Alpes-CÃ´te d'Azur","83028",,,,ok,246.425413071510548,Non,Non Seveso,"1","1081"
LE COMPTOIR DE MATHILDE,DREAL PACA,UD 84,UnitÃ© risques accidentels,"84850",Quartier Canredon,CAMARET-SUR-AIGUES,CAMARET-SUR-AIGUES,"84029","6413253",44.168551999999998,4.861028000000000,Chemin Canredon 84850 Camaret-sur-Aigues,0.436738571428571,,street,84029_0145,,Chemin Canredon,Chemin Canredon,"84850",Camaret-sur-Aigues,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84029",,,,ok,399.000378649500135,Non,Non Seveso,"1","132"
BIGARD DISTRIBUTION,DDPP 06,SA,SA,"06150",Chemin rural de l'Abadie Lieu dit Pont d'Avril CANNES LA BOCCA,CANNES,CANNES,"06029","6408705",43.559576000000000,6.970512000000000,Chemin privÃ© dit de Garibondy 06150 Cannes,0.350350917587086,"0.3486824675324675",street,06029_1455,,Chemin privÃ© dit de Garibondy,Chemin privÃ© dit de Garibondy,"06150",Cannes,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06029",,,,ok,1060.068286204996639,Non,Non Seveso,"1","1211"
GCS (Groupt CoopÃ©ration Sanit.) (ex SIH),DREAL PACA,UD 06,PÃ´le ERASO,"06150",256 Avenue Michel Jourdan Quartier de l'Abadie,CANNES,CANNES,"06029","6402216",43.567889000000001,6.959792000000000,256 Avenue Michel Jourdan 06150 Cannes,0.407129090909091,,housenumber,06029_2510_00256,"256",256 Avenue Michel Jourdan,Avenue Michel Jourdan,"06150",Cannes,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06029",,,,ok,92.208827920046673,Non,Non Seveso,"1","1207"
GRAY D'ALBION COPROPRIETE (TAR),DREAL PACA,UD 06,PÃ´le ERASO,"06150",17 Avenue de la Croisette,CANNES,CANNES,"06029","6404993",43.550766000000003,7.021177000000000,17 Boulevard de la Croisette 06400 Cannes,0.381988268398268,"0.3809607692307692",housenumber,06029_0880_00017,"17",17 Boulevard de la Croisette,Boulevard de la Croisette,"06400",Cannes,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06029",,,,ok,1622.385521907357543,Non,Non Seveso,"1","1220"
AEROPORT CANNES MANDELIEU,DREAL PACA,UD 06,PÃ´le ERASO,"06150",245 avenue franÃ§is Toner,CANNES,CANNES,"06029","6400292",43.549819999999997,6.970216000000000,Avenue Francis Tonner 06150 Cannes,0.511523743315508,,street,06029_1311,,Avenue Francis Tonner,Avenue Francis Tonner,"06150",Cannes,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06029",,,,ok,1232.192795019530649,Non,Non Seveso,"1","1210"
LA BATTERIE,DDPP 06,SA,SA,"06400",159-160 avenue du MarÃ©chal Juin -6 chemin sÃ©minaire St Paul la petite chimÃ¨re,CANNES,CANNES,"06029","6411558",43.550358000000003,7.055651000000000,Chemin du SÃ©minaire Saint-Paul 06400 Cannes,0.382042877397832,"0.34271162950257283",street,06029_3735,,Chemin du SÃ©minaire Saint-Paul,Chemin du SÃ©minaire Saint-Paul,"06400",Cannes,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06029",,,,ok,84.391420553825483,Non,Non Seveso,"1","1234"
PALAIS DES FESTIVALS (SEMEC),DREAL PACA,UD 06,PÃ´le ERASO,"06414",La Croisette CS 30051,CANNES,CANNES,"06029","6404107",43.547773999999997,7.030593000000000,Boulevard de la Croisette 06400 Cannes,0.375101216056671,,street,06029_0880,,Boulevard de la Croisette,Boulevard de la Croisette,"06400",Cannes,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06029",,,,ok,1094.257161843871472,Non,Non Seveso,"1","1224"
SMED -CITT CANNES,DREAL PACA,UD 06,PÃ´le DACEN,"06150",Zone Industrielle de la Tourrade - Lieu-dit La FaÃ¯sse Longue LA BOCCA,CANNES,CANNES,"06029","6406386",43.557169999999999,6.969617000000000,Traverse du Boulevard de l'EstÃ©rel 06150 Cannes,0.289892968142968,"0.28628272727272724",street,06029_1089,,Traverse du Boulevard de l'EstÃ©rel,Traverse du Boulevard de l'EstÃ©rel,"06150",Cannes,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06029",,,,ok,1151.598660592012038,Non,Non Seveso,"1","1209"
THALES ALENIA SPACE FRANCE,DREAL PACA,UD 06,PÃ´le ERASO,"06150",5 allÃ©e des Gabians - BP 99 La Bocca,CANNES,CANNES,"06029","6401784",43.541851999999999,6.956590000000000,5 AllÃ©e des Gabians 06150 Cannes,0.414913693901036,,housenumber,06029_1403_00005,"5",5 AllÃ©e des Gabians,AllÃ©e des Gabians,"06150",Cannes,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06029",,,,ok,103.562174224824929,Oui,Non Seveso,"1","1206"
STATION TOTAL CAP D'AIL RN7,DREAL PACA,UD 06,PÃ´le ERASO,"06320",23  route de Nice RN7,CAP-D'AIL,CAP-D'AIL,"06032","6410577",43.725639000000001,7.406802000000000,23 Route Moyenne Corniche 06320 Cap-d'Ail,0.381104545454545,"0.36784999999999995",housenumber,06032_0130_00023,"23",23 Route Moyenne Corniche,Route Moyenne Corniche,"06320",Cap-d'Ail,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06032",,,,ok,780.514212316549333,Non,Non Seveso,"1","1342"
CAVE HAMEAU DES VIGNERONS DE CARCES,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83570",66   Avenue Ferrandin,CARCES,CARCES,"83032","6400093",43.473135999999997,6.184080000000000,66 Avenue Ferrandin 83570 CarcÃ¨s,0.437572303860523,,housenumber,83032_0140_00066,"66",66 Avenue Ferrandin,Avenue Ferrandin,"83570",CarcÃ¨s,"83, Var, Provence-Alpes-CÃ´te d'Azur","83032",,,,ok,20.267619640755338,Non,Non Seveso,"1","967"
CONCASSAGE STJL,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83570",Route de Lorgues Lieu dit Lones de Camparnaud,CARCES,CARCES,"83032","6410783",43.453093000000003,6.206090000000000,Quartier LÃ´nes de Camparnaud 83570 CarcÃ¨s,0.390779936575053,,street,83032_oa96ol,,Quartier LÃ´nes de Camparnaud,Quartier LÃ´nes de Camparnaud,"83570",CarcÃ¨s,"83, Var, Provence-Alpes-CÃ´te d'Azur","83032",,,,ok,3224.072006132336810,Non,Non Seveso,"1","975"
CENTRE VAR AUTOS,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83660",RN 97 LIEU DIT LE COUVENT,CARNOULES,CARNOULES,"83033","6400143",43.298368000000004,6.217799000000000,Chemin du Couvent 83660 Carnoules,0.382086903820817,,street,83033_0185,,Chemin du Couvent,Chemin du Couvent,"83660",Carnoules,"83, Var, Provence-Alpes-CÃ´te d'Azur","83033",,,,ok,115.974378245355211,Non,Non Seveso,"1","982"
SAS TORTUES DES MAURES,DDPP 83,PAE 83,PAE,"83660",1065 ROUTE DU LUC,CARNOULES,CARNOULES,"83033","6412725",43.300989000000001,6.210752000000000,1065 Route du Luc 83660 Carnoules,0.517960149031297,,housenumber,83033_0541_01065,"1065",1065 Route du Luc,Route du Luc,"83660",Carnoules,"83, Var, Provence-Alpes-CÃ´te d'Azur","83033",,,,ok,113.601834352864842,Non,Non Seveso,"1","977"
SECANIM SUD EST,DDPP 83,PAE 83,PAE,"83660",897 RTE DES MAURES,CARNOULES,CARNOULES,"83033","6411454",43.294781000000000,6.195886000000000,897 Route des Maures 83660 Carnoules,0.548413761755486,,housenumber,83033_0545_00897,"897",897 Route des Maures,Route des Maures,"83660",Carnoules,"83, Var, Provence-Alpes-CÃ´te d'Azur","83033",,,,ok,86.251395651959797,Ex IED - MTD,Non Seveso,"1","972"
REGROUP. HUILES USAGEES-SEVIA,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83660",Gare SNCF,CARNOULES,CARNOULES,"83033","6400201",43.298512000000002,6.183852000000000,Allee des Rouges Gorges 83660 Carnoules,0.397116623376623,"0.35892234735413836",street,83033_0654,,Allee des Rouges Gorges,Allee des Rouges Gorges,"83660",Carnoules,"83, Var, Provence-Alpes-CÃ´te d'Azur","83033",,,,ok,258.036775579400455,Oui,Non Seveso,"1","966"
SCA  SAINT-MARC,DDPP 84,SSPAE 84,SSPAE,"84330",route de Carpentras 667  avenue de l'Europe,CAROMB,CAROMB,"84030","6401106",44.103675000000003,5.103694000000000,667 Avenue de lâ€™Europe 84330 Caromb,0.461036666666667,,housenumber,84030_0196_00667,"667",667 Avenue de lâ€™Europe,Avenue de lâ€™Europe,"84330",Caromb,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84030",,,,ok,28.736138698990946,Non,Non Seveso,"1","371"
ISDI  SEDEBI SARL,DREAL PACA,UD 84,UnitÃ© dÃ©chets,"84330",Lieu dit La Combe 368 Chemin de la Combe,CAROMB,CAROMB,"84030","6412231",44.085037000000000,5.104980000000000,368 Chemin de la Combe 84330 Caromb,0.454143939393939,,housenumber,84030_0110_00368,"368",368 Chemin de la Combe,Chemin de la Combe,"84330",Caromb,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84030",,,,ok,384.092059482425270,Non,Non Seveso,"1","374"
Atelier protÃ©gÃ© de SOBIRATS,DREAL PACA,UD 84,UnitÃ© risques chroniques,"84200",1170  Chemin de l'Hermitage Hameau de Serres,CARPENTRAS,CARPENTRAS,"84031","6401836",44.085510999999997,5.056681000000000,1170 Chemin de l'Hermitage 84200 Carpentras,0.469999002932551,"0.4016760606060606",housenumber,84031_0881_01170,"1170",1170 Chemin de l'Hermitage,Chemin de l'Hermitage,"84200",Carpentras,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84031",,,,ok,31.391036931484010,Ex IED - MTD,Non Seveso,"1","330"
AUTO PIECES 84 (Milesi),DREAL PACA,UD 84,UnitÃ© risques accidentels,"84200",1271 Avenue John Kennedy,CARPENTRAS,CARPENTRAS,"84031","6402107",44.040067000000001,5.033249000000000,1271 Avenue John FitzgÃ©rald Kennedy 84200 Carpentras,0.524054649021864,"0.459588158803222",housenumber,84031_0968_01271,"1271",1271 Avenue John FitzgÃ©rald Kennedy,Avenue John FitzgÃ©rald Kennedy,"84200",Carpentras,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84031",,,,ok,15.408205206457273,Non,Non Seveso,"1","305"
DECHETTERIE DE CARPENTRAS,DREAL PACA,UD 84,UnitÃ© dÃ©chets,"84200",214 Route de Velleron,CARPENTRAS,CARPENTRAS,"84031","6412996",44.031458999999998,5.038345000000000,214 Route de Velleron 84200 Carpentras,0.547862621870883,,housenumber,84031_2055_00214,"214",214 Route de Velleron,Route de Velleron,"84200",Carpentras,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84031",,,,ok,18.833922262421606,Non,Non Seveso,"1","315"
CROWN EMBALLAGE,DREAL PACA,UD 84,UnitÃ© risques chroniques,"84200",815 Ave des MarchÃ©s - BP225,CARPENTRAS,CARPENTRAS,"84031","6401271",44.037945999999998,5.042332000000000,Avenue des MarchÃ©s 84200 Carpentras,0.489775426997245,"0.3588483199079401",street,84031_1117,,Avenue des MarchÃ©s,Avenue des MarchÃ©s,"84200",Carpentras,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84031",,,,ok,120.145994493292420,Non,Non Seveso,"1","320"
ETABLISSEMENT DU PELOUX  et COMPAGNIE,DREAL PACA,SPR,UnitÃ© ICPE,"84200",2750  rte de MalaucÃ¨ne,CARPENTRAS,CARPENTRAS,"84031","6405543",44.085419999999999,5.071546000000000,Route de MalaucÃ¨ne 84200 Carpentras,0.410229002217295,,street,84031_1110,,Route de MalaucÃ¨ne,Route de MalaucÃ¨ne,"84200",Carpentras,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84031",,,,ok,655.332345946428518,Non,Non Seveso,"1","344"
ETEX France Building Performance,DREAL PACA,UD 84,UnitÃ© carriÃ¨res,"84200",735  Avenue Kennedy,CARPENTRAS,CARPENTRAS,"84031","6400533",44.042811999999998,5.037188000000000,735 Avenue John FitzgÃ©rald Kennedy 84200 Carpentras,0.470172566844920,"0.4632434759358288",housenumber,84031_0968_00735,"735",735 Avenue John FitzgÃ©rald Kennedy,Avenue John FitzgÃ©rald Kennedy,"84200",Carpentras,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84031",,,,ok,146.434758199456013,Non,Non Seveso,"1","312"
Mc CORMICK DUCROS CARPENTRAS,DREAL PACA,UD 84,UnitÃ© risques chroniques,"84200",Z.I. de Carpensud 999  avenue des MarchÃ©s,CARPENTRAS,CARPENTRAS,"84031","6400525",44.036810000000003,5.040152000000000,999 Avenue des MarchÃ©s 84200 Carpentras,0.446616565656566,"0.279707255574614",housenumber,84031_1117_00999,"999",999 Avenue des MarchÃ©s,Avenue des MarchÃ©s,"84200",Carpentras,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84031",,,,ok,26.851716503911220,Non,Non Seveso,"1","317"
DRI (ex DUCLAUX),DREAL PACA,UD 84,UnitÃ© risques accidentels,"84200",1484 route d'Orange Route d'ORANGE,CARPENTRAS,CARPENTRAS,"84031","6400524",44.061931999999999,5.035116000000000,1484 Route d'Orange 84200 Carpentras,0.504969769526248,"0.40526995215311",housenumber,84031_1380_01484,"1484",1484 Route d'Orange,Route d'Orange,"84200",Carpentras,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84031",,,,ok,416.782874865380279,Non,Non Seveso,"1","310"
SIGNORET RAYMOND,DREAL PACA,UD 83,PÃ´le CarriÃ¨res - dÃ©chets,"83320","-",CARQUEIRANNE,CARQUEIRANNE,"83034","6400193",43.099511000000000,6.068275000000000,Boulevard Radiguet 83320 Carqueiranne,0.470833146853147,"0.4561222222222221",street,83034_0325,,Boulevard Radiguet,Boulevard Radiguet,"83320",Carqueiranne,"83, Var, Provence-Alpes-CÃ´te d'Azur","83034",,,,ok,585.779192720959713,Non,Non Seveso,"1","922"
ACCUMULATEURS DU SUD-EST,DREAL PACA,UD 06,PÃ´le DACEN,"06510",1405 route de la Grave Z.I.,CARROS,CARROS,"06033","6410660",43.777030000000003,7.208730000000000,1405 Route de la ZA de la Grave 06510 Carros,0.505550303030303,"0.26356679653679654",housenumber,06033_0319_01405,"1405",1405 Route de la ZA de la Grave,Route de la ZA de la Grave,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,27.951861307788551,Non,Non Seveso,"1","1290"
MALONGO Carros,DREAL PACA,UD 06,PÃ´le ERASO,"06510",ZI - 1e avenue - 9e rue BP 121,CARROS,CARROS,"06033","6400356",43.787348000000001,7.210687000000000,9Ã¨me Rue 06510 Carros,0.311270879284650,,street,06033_cp1ayt,,9Ã¨me Rue,9Ã¨me Rue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,1599.638767139694664,Non,Non Seveso,"1","1293"
PURFER (ex CFF),DREAL PACA,UD 06,PÃ´le DACEN,"06517",Zone Industrielle - 15Ã¨me rue- BP 624,CARROS,CARROS,"06033","6400361",43.801569999999998,7.194501000000000,15Ã¨me Rue 06510 Carros,0.299347967914438,,street,06033_d3ooia,,15Ã¨me Rue,15Ã¨me Rue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,101.673710228112427,Oui,Non Seveso,"1","1281"
SAFETY-KLEEN France,DREAL PACA,UD 06,PÃ´le DACEN,"06510",AV ZI 5EME AVENUE LID 14EME RUE,CARROS,CARROS,"06033","6411245",43.796556000000002,7.196833000000000,5Ã¨me Avenue 06510 Carros,0.354435757575758,"0.3115127931488801",street,06033_7iknqv,,5Ã¨me Avenue,5Ã¨me Avenue,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,47.027848472202450,Non,Non Seveso,"1","1283"
SCERM,DREAL PACA,UD 06,PÃ´le ERASO,"06510",2602  ZA de la Grave,CARROS,CARROS,"06033","6404780",43.776255999999997,7.207951000000000,Route de la ZA de la Grave 06510 Carros,0.511610909090909,,street,06033_0319,,Route de la ZA de la Grave,Route de la ZA de la Grave,"06510",Carros,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06033",,,,ok,2129.046378243443542,Non,Non Seveso,"1","1289"
SARL GAUDIN,DDPP 84,SSPAE 84,SSPAE,"84750",La Beau Place de la poste,CASENEUVE,CASENEUVE,"84032","6411771",43.886664000000003,5.484833000000000,Place de la Poste 84750 Caseneuve,0.528026489028213,,locality,84032_0105,,Place de la Poste,,"84750",Caseneuve,"84, Vaucluse, Provence-Alpes-CÃ´te d'Azur","84032",,,,ok,163.878488964120351,Non,Non Seveso,"1","652"
A SUPPRIMER,DREAL PACA,UD 06,PÃ´le DACEN,"06670",1022  route dÃ©partementale 6202,CASTAGNIERS,CASTAGNIERS,"06034","6409802",43.792856999999998,7.230600000000000,Route de Castagniers 06670 Castagniers,0.397015804195804,"0.3851245454545454",street,06034_0215,,Route de Castagniers,Route de Castagniers,"06670",Castagniers,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06034",,,,ok,79.972674884797485,Non,Non Seveso,"1","1303"
GARAGE DU MOURIEZ (stÃ© d'exploitation),DREAL PACA,UD 06,PÃ´le DACEN,"06670",1022 Route de Grenoble,CASTAGNIERS,CASTAGNIERS,"06034","6408764",43.781914000000000,7.217932000000000,Route de Grenoble 06670 Castagniers,0.421155587583148,,street,06034_0227,,Route de Grenoble,Route de Grenoble,"06670",Castagniers,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06034",,,,ok,110.593590019529401,Non,Non Seveso,"1","1295"
SECANIM,DDPP 06,SA,SA,"06670",573  chemin du Roguez lieu dit MÃ©tairie du Roguez,CASTAGNIERS,CASTAGNIERS,"06034","6402570",43.772077000000003,7.220865000000000,573 Chemin Roguez 06670 Castagniers,0.430476133486766,,housenumber,06034_0241_00573,"573",573 Chemin Roguez,Chemin Roguez,"06670",Castagniers,"06, Alpes-Maritimes, Provence-Alpes-CÃ´te d'Azur","06034",,,,ok,33.208461734219036,Non,Non Seveso,"1","1297"
IrrÃ©g Carriere du Cheiron,DREAL PACA,UD 04-05,PÃ´le Risque,"04120",Carriere du Cheiron,CASTELLANE,CASTELLANE,"04039","6413800",43.876877999999998,6.514969000000000,Chemin du Cheiron 04120 Castellane,0.427203116883117,"0.34386993095512075",street,04039_0051,,Chemin du Cheiron,Chemin du Cheiron,"04120",Castellane,"04, Alpes-de-Haute-Provence, Provence-Alpes-CÃ´te d'Azur","04039",,,,ok,829.112323190596271,Non,Non Seveso,"1","1061"
Mairie de Castellane,DREAL PACA,UD 04-05,PÃ´le Territorial 04,"04120",Lieu-dit Saint Roch Parcelle anciennement cadastrÃ©e 000OC0705,CASTELLANE,CASTELLANE,"04039","6413186",43.848522000000003,6.511303000000000,Chemin du Roc 04120 Castellane,0.237153169307756,,street,04039_0033,,Chemin du Roc,Chemin du Roc,"04120",Castellane,"04, Alpes-de-Haute-Provence, Provence-Alpes-CÃ´te d'Azur","04039",,,,ok,2231.004020114706691,Non,Non Seveso,"1","1059"
station service AVIA CASTELLANE,DREAL PACA,UD 04-05,PÃ´le Risque,"04120",Boulevard Saint-Michel Relais NapolÃ©on,CASTELLANE,CASTELLANE,"04039","6413439",43.848635000000002,6.509973000000000,Boulevard Saint Michel 04120 Castellane,0.420287707509881,,street,04039_0190,,Boulevard Saint Michel,Boulevard Saint Michel,"04120",Castellane,"04, Alpes-de-Haute-Provence, Provence-Alpes-CÃ´te d'Azur","04039",,,,ok,170.557779374936672,Non,Non Seveso,"1","1058"
SYDEVOM de Castellane,DREAL PACA,UD 04-05,PÃ´le Territorial 04,"04120",Zone Artisanale,CASTELLANE,CASTELLANE,"04039","6406220",43.844538000000000,6.535180000000000,Route de la Zone Artisanale 04120 Castellane,0.583219090909091,,street,04039_0034,,Route de la Zone Artisanale,Route de la Zone Artisanale,"04120",Castellane,"04, Alpes-de-Haute-Provence, Provence-Alpes-CÃ´te d'Azur","04039",,,,ok,2574.500063861894432,Non,Non Seveso,"1","1074"
